Measurement,Well,Group,Time,OCR,ECAR,PER,plate_id,Protocol,Interval,LOCR,LECAR,sample_id,x,fitted,residuals,n,mean_err_sq,median_mean_sq_err,is.out.w,mad_mean_sqE,is.out.p,out
6,B01,Oligomycin-CONBIS#24-POST,6,16.641270015744364,74.0013267906884,0,conbis-#24-post,Olig,Int2,2.8118857555421664,4.304083022647333,24-post-0,4.304083022647333,4.148174666863783,0.1559083557835503,84,0.009893623105455373,0.009350651873353705,FALSE,0.0050502595828242226,FALSE,NO
1,B02,Oligomycin-CONBIS#24-POST,1,66.11409765640913,53.6014888088388,0,conbis-#24-post,Olig,Int1,4.191382001823827,3.9815768439753083,24-post-0,3.9815768439753083,3.8133184076426483,0.16825843633266008,126,0.008713959319402331,0.009350651873353705,FALSE,0.0050502595828242226,FALSE,NO
2,B02,Oligomycin-CONBIS#24-POST,2,63.27399149292923,46.1258183116515,0,conbis-#24-post,Olig,Int1,4.147474367828139,3.8313728433773346,24-post-0,3.8313728433773346,3.813318407642651,0.018054435734683745,126,0.008713959319402331,0.009350651873353705,FALSE,0.0050502595828242226,FALSE,NO
3,B02,Oligomycin-CONBIS#24-POST,3,60.25391504613688,42.3390801582853,0,conbis-#24-post,Olig,Int1,4.098567550278524,3.7457105403475626,24-post-0,3.7457105403475626,3.813318407642656,-0.06760786729509313,126,0.008713959319402331,0.009350651873353705,FALSE,0.0050502595828242226,FALSE,NO
4,B02,Oligomycin-CONBIS#24-POST,4,26.78862013442976,64.6830281521594,0,conbis-#24-post,Olig,Int2,3.287977175489789,4.169498851055171,24-post-0,4.169498851055171,4.222013118535796,-0.05251426748062438,84,0.008713959319402331,0.009350651873353705,FALSE,0.0050502595828242226,FALSE,NO
5,B02,Oligomycin-CONBIS#24-POST,5,25.97824809998417,72.7050320566525,0,conbis-#24-post,Olig,Int2,3.2572595763276686,4.286410598879353,24-post-0,4.286410598879353,4.2220131185357985,0.06439748034355498,84,0.008713959319402331,0.009350651873353705,FALSE,0.0050502595828242226,FALSE,NO
6,B02,Oligomycin-CONBIS#24-POST,6,25.70928878122828,72.9725291810782,0,conbis-#24-post,Olig,Int2,3.2468523577768584,4.290083057737071,24-post-0,4.290083057737071,4.222013118535799,0.06806993920127173,84,0.008713959319402331,0.009350651873353705,FALSE,0.0050502595828242226,FALSE,NO
1,B03,FCCP-CONBIS#24-POST,1,68.63721685531783,50.2502258143838,0,conbis-#24-post,FCCP,Int1,4.228834907378021,3.917015040747671,24-post-0,3.917015040747671,3.8566864635861364,0.06032857716153461,126,0.006240954069593365,0.009350651873353705,FALSE,0.0050502595828242226,FALSE,NO
2,B03,FCCP-CONBIS#24-POST,2,66.19252907915293,44.5611308031599,0,conbis-#24-post,FCCP,Int1,4.192567602785264,3.7968619723876977,24-post-0,3.7968619723876977,3.856686463586134,-0.05982449119843626,126,0.006240954069593365,0.009350651873353705,FALSE,0.0050502595828242226,FALSE,NO
3,B03,FCCP-CONBIS#24-POST,3,64.02388629969259,41.5728871200006,0,conbis-#24-post,FCCP,Int1,4.159256237161828,3.7274482028615417,24-post-0,3.7274482028615417,3.8566864635861373,-0.12923826072459546,126,0.006240954069593365,0.009350651873353705,FALSE,0.0050502595828242226,FALSE,NO
1,B04,FCCP-CONBIS#24-POST,1,72.04462445290292,46.1010556895396,0,conbis-#24-post,FCCP,Int1,4.277285711097329,3.830835849730415,24-post-0,3.830835849730415,3.780068534596968,0.05076731513344693,126,0.016067081042354055,0.009350651873353705,FALSE,0.0050502595828242226,FALSE,NO
2,B04,FCCP-CONBIS#24-POST,2,65.65243993598823,39.652062609807,0,conbis-#24-post,FCCP,Int1,4.18437476587673,3.6801429671517254,24-post-0,3.6801429671517254,3.7800685345969804,-0.09992556744525513,126,0.016067081042354055,0.009350651873353705,FALSE,0.0050502595828242226,FALSE,NO
3,B04,FCCP-CONBIS#24-POST,3,64.01100786553539,37.476892999025,0,conbis-#24-post,FCCP,Int1,4.15905506646872,3.6237245563626566,24-post-0,3.6237245563626566,3.780068534596967,-0.15634397823431037,126,0.016067081042354055,0.009350651873353705,FALSE,0.0050502595828242226,FALSE,NO
1,B05,Glycolysis-CONBIS#24-POST,1,70.14894269814752,57.4502883985113,0,conbis-#24-post,Glyco,Int1,4.250620734419883,4.050920024273658,24-post-0,4.050920024273658,3.796558910591972,0.2543611136816863,126,0.02134284106240647,0.009350651873353705,FALSE,NA,TRUE,SINGLE
2,B05,Glycolysis-CONBIS#24-POST,2,66.45276062995464,51.3844467553152,0,conbis-#24-post,Glyco,Int1,4.19649132876515,3.9393355343617866,24-post-0,3.9393355343617866,3.7965589105919744,0.14277662376981234,126,0.02134284106240647,0.009350651873353705,FALSE,0.0050502595828242226,FALSE,NO
3,B05,Glycolysis-CONBIS#24-POST,3,64.49872233602198,47.0050740199758,0,conbis-#24-post,Glyco,Int1,4.166645414861686,3.8502555537548524,24-post-0,3.8502555537548524,3.7965589105919704,0.05369664316288186,126,0.02134284106240647,0.009350651873353705,FALSE,0.0050502595828242226,FALSE,NO
4,B05,Glycolysis-CONBIS#24-POST,4,34.5853572890122,61.9351909422661,0,conbis-#24-post,Glyco,Int2,3.5434303927498645,4.126088530947501,24-post-0,4.126088530947501,4.205253621485121,-0.07916509053761983,84,0.02134284106240647,0.009350651873353705,FALSE,0.0050502595828242226,FALSE,NO
5,B05,Glycolysis-CONBIS#24-POST,5,24.21149945306859,78.8915984091595,0,conbis-#24-post,Glyco,Int2,3.18682770430957,4.36807473814093,24-post-0,4.36807473814093,4.205253621485118,0.1628211166558109,84,0.02134284106240647,0.009350651873353705,FALSE,NA,TRUE,SINGLE
6,B05,Glycolysis-CONBIS#24-POST,6,22.7129417492118,79.7948426447771,0,conbis-#24-post,Glyco,Int2,3.1229348831407124,4.379458873855686,24-post-0,4.379458873855686,4.205253621485117,0.17420525237056905,84,0.02134284106240647,0.009350651873353705,FALSE,NA,TRUE,SINGLE
8,B05,Glycolysis-CONBIS#24-POST,14,22.984282811517794,26.1954388631418,0,conbis-#24-post,Glyco,Int5,3.134810626314034,3.2655853064187075,24-post-0,3.2655853064187075,3.1168879421823434,0.14869736423636398,28,0.02134284106240647,0.009350651873353705,FALSE,0.0050502595828242226,FALSE,NO
9,B05,Glycolysis-CONBIS#24-POST,15,23.82988363268153,23.1719455783589,0,conbis-#24-post,Glyco,Int5,3.170940407870928,3.1429423046367164,24-post-0,3.1429423046367164,3.116887942182347,0.026054362454369387,28,0.02134284106240647,0.009350651873353705,FALSE,0.0050502595828242226,FALSE,NO
1,B06,Glycolysis-CONBIS#24-POST,1,70.37452131411153,52.7447325109624,0,conbis-#24-post,Glyco,Int1,4.253831284505802,3.9654639097579856,24-post-0,3.9654639097579856,3.7767601311347807,0.1887037786232048,126,0.009350651873353705,0.009350651873353705,FALSE,0.0050502595828242226,FALSE,NO
2,B06,Glycolysis-CONBIS#24-POST,2,64.64007991135664,45.9114462780786,0,conbis-#24-post,Glyco,Int1,4.168834650464499,3.826714460227988,24-post-0,3.826714460227988,3.7767601311347776,0.04995432909321072,126,0.009350651873353705,0.009350651873353705,FALSE,0.0050502595828242226,FALSE,NO
3,B06,Glycolysis-CONBIS#24-POST,3,61.830015333986694,42.1296459242496,0,conbis-#24-post,Glyco,Int1,4.1243889315728195,3.740751671594099,24-post-0,3.740751671594099,3.7767601311347803,-0.036008459540681326,126,0.009350651873353705,0.009350651873353705,FALSE,0.0050502595828242226,FALSE,NO
4,B06,Glycolysis-CONBIS#24-POST,4,28.6000210385588,70.3694610975749,0,conbis-#24-post,Glyco,Int2,3.3534074534394804,4.253759377821734,24-post-0,4.253759377821734,4.1854548420279,0.06830453579383411,84,0.009350651873353705,0.009350651873353705,FALSE,0.0050502595828242226,FALSE,NO
5,B06,Glycolysis-CONBIS#24-POST,5,27.34769770408972,76.3062981620503,0,conbis-#24-post,Glyco,Int2,3.3086323463152216,4.33475547960266,24-post-0,4.33475547960266,4.185454842027929,0.14930063757473078,84,0.009350651873353705,0.009350651873353705,FALSE,0.0050502595828242226,FALSE,NO
6,B06,Glycolysis-CONBIS#24-POST,6,27.03279648024426,75.8352808722638,0,conbis-#24-post,Glyco,Int2,3.297050813325521,4.3285636312251725,24-post-0,4.3285636312251725,4.185454842027921,0.14310878919725095,84,0.009350651873353705,0.009350651873353705,FALSE,0.0050502595828242226,FALSE,NO
8,B06,Glycolysis-CONBIS#24-POST,14,25.97855455434703,24.2466922372315,0,conbis-#24-post,Glyco,Int5,3.2572713728335048,3.1882802054914214,24-post-0,3.1882802054914214,3.0970891627251502,0.09119104276627123,28,0.009350651873353705,0.009350651873353705,FALSE,0.0050502595828242226,FALSE,NO
9,B06,Glycolysis-CONBIS#24-POST,15,25.80641744206602,21.7019443367255,0,conbis-#24-post,Glyco,Int5,3.2506231990619625,3.077401857303265,24-post-0,3.077401857303265,3.0970891627251493,-0.019687305421884592,28,0.009350651873353705,0.009350651873353705,FALSE,0.0050502595828242226,FALSE,NO
1,C01,Oligomycin-CONBIS#24-POST,1,66.62006792206083,53.0976865198246,0,conbis-#24-post,Olig,Int1,4.199005852309607,3.9721333589338794,24-post-0,3.9721333589338794,3.741127009988248,0.2310063489456312,126,0.008922508730769864,0.009350651873353705,FALSE,0.0050502595828242226,FALSE,NO
2,C01,Oligomycin-CONBIS#24-POST,2,61.39085455181073,46.3561348019133,0,conbis-#24-post,Olig,Int1,4.1172608753915645,3.836353641439124,24-post-0,3.836353641439124,3.741127009988242,0.09522663145088196,126,0.008922508730769864,0.009350651873353705,FALSE,0.0050502595828242226,FALSE,NO
3,C01,Oligomycin-CONBIS#24-POST,3,59.245783156504984,42.7896838975036,0,conbis-#24-post,Olig,Int1,4.081694607128164,3.756297043103089,24-post-0,3.756297043103089,3.741127009988242,0.015170033114847242,126,0.008922508730769864,0.009350651873353705,FALSE,0.0050502595828242226,FALSE,NO
4,C01,Oligomycin-CONBIS#24-POST,4,25.09737861226852,67.6327266064717,0,conbis-#24-post,Olig,Int2,3.2227634029255094,4.214091987297473,24-post-0,4.214091987297473,4.149821720881392,0.06427026641608037,84,0.008922508730769864,0.009350651873353705,FALSE,0.0050502595828242226,FALSE,NO
5,C01,Oligomycin-CONBIS#24-POST,5,23.33056106347845,73.9933699993321,0,conbis-#24-post,Olig,Int2,3.149764134757387,4.303975494586713,24-post-0,4.303975494586713,4.149821720881392,0.15415377370532146,84,0.008922508730769864,0.009350651873353705,FALSE,0.0050502595828242226,FALSE,NO
6,C01,Oligomycin-CONBIS#24-POST,6,24.22845565825894,74.0207600141407,0,conbis-#24-post,Olig,Int2,3.1875277960352513,4.3043455945916085,24-post-0,4.3043455945916085,4.149821720881391,0.15452387371021742,84,0.008922508730769864,0.009350651873353705,FALSE,0.0050502595828242226,FALSE,NO
1,C02,Oligomycin-CONBIS#24-POST,1,58.118005141079024,49.1465614163437,0,conbis-#24-post,Olig,Int1,4.062475515007026,3.8948068831354887,24-post-0,3.8948068831354887,3.812974609337225,0.08183227379826373,126,0.003947678867069172,0.009350651873353705,FALSE,0.0050502595828242226,FALSE,NO
2,C02,Oligomycin-CONBIS#24-POST,2,54.12027363448104,44.0494486255204,0,conbis-#24-post,Olig,Int1,3.9912088593593,3.7853128352895573,24-post-0,3.7853128352895573,3.812974609337224,-0.02766177404766655,126,0.003947678867069172,0.009350651873353705,FALSE,0.0050502595828242226,FALSE,NO
3,C02,Oligomycin-CONBIS#24-POST,3,51.827580344422685,41.0962432923528,0,conbis-#24-post,Olig,Int1,3.9479224466515626,3.715916713245574,24-post-0,3.715916713245574,3.812974609337225,-0.09705789609165104,126,0.003947678867069172,0.009350651873353705,FALSE,0.0050502595828242226,FALSE,NO
4,C02,Oligomycin-CONBIS#24-POST,4,21.62380088469989,61.4993617081651,0,conbis-#24-post,Olig,Int2,3.0737946008620094,4.11902679602959,24-post-0,4.11902679602959,4.221669320230372,-0.10264252420078251,84,0.003947678867069172,0.009350651873353705,FALSE,0.0050502595828242226,FALSE,NO
5,C02,Oligomycin-CONBIS#24-POST,5,20.345917638979667,68.079381746341,0,conbis-#24-post,Olig,Int2,3.012880284343097,4.220674402942171,24-post-0,4.220674402942171,4.221669320230368,-9.949172881969764e-4,84,0.003947678867069172,0.009350651873353705,FALSE,0.0050502595828242226,FALSE,NO
6,C02,Oligomycin-CONBIS#24-POST,6,20.466421099666782,67.9244003803468,0,conbis-#24-post,Olig,Int2,3.0187855480253893,4.218395327600967,24-post-0,4.218395327600967,4.221669320230373,-0.003273992629406258,84,0.003947678867069172,0.009350651873353705,FALSE,0.0050502595828242226,FALSE,NO
1,C03,FCCP-CONBIS#24-POST,1,61.09338238219823,47.8713376899187,0,conbis-#24-post,FCCP,Int1,4.112403552328154,3.8685169472362264,24-post-0,3.8685169472362264,3.8158881143872954,0.05262883284893083,126,0.011947374116457597,0.009350651873353705,FALSE,0.0050502595828242226,FALSE,NO
2,C03,FCCP-CONBIS#24-POST,2,58.17317917785783,41.1111075869995,0,conbis-#24-post,FCCP,Int1,4.063424409650104,3.7162783425804133,24-post-0,3.7162783425804133,3.8158881143872954,-0.09960977180688185,126,0.011947374116457597,0.009350651873353705,FALSE,0.0050502595828242226,FALSE,NO
3,C03,FCCP-CONBIS#24-POST,3,55.83547888163439,38.4126482078393,0,conbis-#24-post,FCCP,Int1,4.02240948958945,3.6483867857723435,24-post-0,3.6483867857723435,3.8158881143872976,-0.16750132861495384,126,0.011947374116457597,0.009350651873353705,FALSE,0.0050502595828242226,FALSE,NO
1,C04,FCCP-CONBIS#24-POST,1,71.24951669970513,49.9582683196467,0,conbis-#24-post,FCCP,Int1,4.2661880359637205,3.911188023320524,24-post-0,3.911188023320524,3.791164665179347,0.12002335814117712,126,0.006787033057570955,0.009350651873353705,FALSE,0.0050502595828242226,FALSE,NO
2,C04,FCCP-CONBIS#24-POST,2,66.16284392194143,43.8605272910925,0,conbis-#24-post,FCCP,Int1,4.192119035310651,3.7810147650582087,24-post-0,3.7810147650582087,3.791164665179349,-0.010149900121140533,126,0.006787033057570955,0.009350651873353705,FALSE,0.0050502595828242226,FALSE,NO
3,C04,FCCP-CONBIS#24-POST,3,62.897465595813586,40.9607006054789,0,conbis-#24-post,FCCP,Int1,4.141505870300247,3.7126130852109194,24-post-0,3.7126130852109194,3.791164665179349,-0.0785515799684299,126,0.006787033057570955,0.009350651873353705,FALSE,0.0050502595828242226,FALSE,NO
1,C05,Glycolysis-CONBIS#24-POST,1,54.13960250396423,49.3546261603244,0,conbis-#24-post,Glyco,Int1,3.9915659421563254,3.899031503336543,24-post-0,3.899031503336543,3.791575906892671,0.10745559644387179,126,0.0035962817617939823,0.009350651873353705,FALSE,0.0050502595828242226,FALSE,NO
2,C05,Glycolysis-CONBIS#24-POST,2,49.32318982162383,44.4638382631579,0,conbis-#24-post,Glyco,Int1,3.8983943522311755,3.794676235515076,24-post-0,3.794676235515076,3.7915759068926724,0.003100328622403294,126,0.0035962817617939823,0.009350651873353705,FALSE,0.0050502595828242226,FALSE,NO
3,C05,Glycolysis-CONBIS#24-POST,3,48.86860666181559,41.5578234696655,0,conbis-#24-post,Glyco,Int1,3.8891351997607293,3.7270857940623596,24-post-0,3.7270857940623596,3.7915759068926738,-0.06449011283031394,126,0.0035962817617939823,0.009350651873353705,FALSE,0.0050502595828242226,FALSE,NO
4,C05,Glycolysis-CONBIS#24-POST,4,18.401609099748338,65.3049244194886,0,conbis-#24-post,Glyco,Int2,2.912438111864597,4.1790674456823425,24-post-0,4.1790674456823425,4.200270617785821,-0.021203172103478975,84,0.0035962817617939823,0.009350651873353705,FALSE,0.0050502595828242226,FALSE,NO
5,C05,Glycolysis-CONBIS#24-POST,5,16.599181656519942,69.7841033043268,0,conbis-#24-post,Glyco,Int2,2.8093533963473174,4.245406237473838,24-post-0,4.245406237473838,4.200270617785818,0.04513561968802014,84,0.0035962817617939823,0.009350651873353705,FALSE,0.0050502595828242226,FALSE,NO
6,C05,Glycolysis-CONBIS#24-POST,6,16.547835915261892,70.2918561046653,0,conbis-#24-post,Glyco,Int2,2.8062553328660482,4.252655947222232,24-post-0,4.252655947222232,4.2002706177858204,0.05238532943641123,84,0.0035962817617939823,0.009350651873353705,FALSE,0.0050502595828242226,FALSE,NO
8,C05,Glycolysis-CONBIS#24-POST,14,17.694364239076602,22.5767160041854,0,conbis-#24-post,Glyco,Int5,2.8732461843063417,3.1169191098886078,24-post-0,3.1169191098886078,3.1119049384830446,0.00501417140556301,28,0.0035962817617939823,0.009350651873353705,FALSE,0.0050502595828242226,FALSE,NO
9,C05,Glycolysis-CONBIS#24-POST,15,17.65488624453746,20.5730844048955,0,conbis-#24-post,Glyco,Int5,2.871012586116174,3.02398363918603,24-post-0,3.02398363918603,3.1119049384830473,-0.08792129929701702,28,0.0035962817617939823,0.009350651873353705,FALSE,0.0050502595828242226,FALSE,NO
1,C06,Glycolysis-CONBIS#24-POST,1,69.42203567396842,46.8511073312014,0,conbis-#24-post,Glyco,Int1,4.240204334030902,3.8469746440764343,24-post-0,3.8469746440764343,3.77675694090671,0.070217703169724,126,0.00804870314826107,0.009350651873353705,FALSE,0.0050502595828242226,FALSE,NO
2,C06,Glycolysis-CONBIS#24-POST,2,65.83602898362203,40.4377243919944,0,conbis-#24-post,Glyco,Int1,4.187167241421442,3.699763121352231,24-post-0,3.699763121352231,3.7767569409067074,-0.07699381955447679,126,0.00804870314826107,0.009350651873353705,FALSE,0.0050502595828242226,FALSE,NO
3,C06,Glycolysis-CONBIS#24-POST,3,62.809588097304584,37.7520929926521,0,conbis-#24-post,Glyco,Int1,4.140107738528922,3.631040917672062,24-post-0,3.631040917672062,3.7767569409067074,-0.14571602323464558,126,0.00804870314826107,0.009350651873353705,FALSE,0.0050502595828242226,FALSE,NO
