Measurement,Well,Group,Time,OCR,ECAR,PER,plate_id,Protocol,Interval,LOCR,sample_id,x,fitted,residuals,n,mean_err_sq,median_mean_sq_err,is.out.w,mad_mean_sqE,is.out.p,out
2,A05,Glycolysis-CONBIS#24-POST,2,49.47005916122123,42.6033924106286,0,conbis-#24-post,Glyco,Int1,3.901367621139877,24-post-0,3.901367621139877,3.9657042913833704,-0.06433667024349339,114,0.03940654660249139,0.01520752324601517,FALSE,0.011986575120007666,FALSE,NO
3,A05,Glycolysis-CONBIS#24-POST,3,49.16178280443269,38.3304750143067,0,conbis-#24-post,Glyco,Int1,3.895116549386737,24-post-0,3.895116549386737,3.9657042913834677,-0.07058774199673072,114,0.03940654660249139,0.01520752324601517,FALSE,0.011986575120007666,FALSE,NO
4,A05,Glycolysis-CONBIS#24-POST,4,19.47089891648293,67.104348074904,0,conbis-#24-post,Glyco,Int2,2.9689209876292235,24-post-0,2.9689209876292235,3.0461862866635707,-0.07726529903434741,69,0.03940654660249139,0.01520752324601517,FALSE,0.011986575120007666,FALSE,NO
5,A05,Glycolysis-CONBIS#24-POST,5,18.01574817555358,71.6414291280347,0,conbis-#24-post,Glyco,Int2,2.8912462740372966,24-post-0,2.8912462740372966,3.0461862866635387,-0.1549400126262422,69,0.03940654660249139,0.01520752324601517,FALSE,0.011986575120007666,FALSE,NO
6,A05,Glycolysis-CONBIS#24-POST,6,17.40699897179591,68.6698531148784,0,conbis-#24-post,Glyco,Int2,2.8568723651021446,24-post-0,2.8568723651021446,3.0461862866635525,-0.189313921561408,69,0.03940654660249139,0.01520752324601517,FALSE,0.011986575120007666,FALSE,NO
7,A05,Glycolysis-CONBIS#24-POST,13,18.652135116392465,33.9487292774559,0,conbis-#24-post,Glyco,Int5,2.9259606229897734,24-post-0,2.9259606229897734,3.035740723135769,-0.10978010014599553,39,0.03940654660249139,0.01520752324601517,FALSE,NA,TRUE,SINGLE
8,A05,Glycolysis-CONBIS#24-POST,14,17.65622141587505,24.4602813380451,0,conbis-#24-post,Glyco,Int5,2.871088209421513,24-post-0,2.871088209421513,3.035740723135784,-0.1646525137142709,39,0.03940654660249139,0.01520752324601517,FALSE,NA,TRUE,SINGLE
9,A05,Glycolysis-CONBIS#24-POST,15,17.64786419223576,21.2028833865083,0,conbis-#24-post,Glyco,Int5,2.8706147671186497,24-post-0,2.8706147671186497,3.035740723135768,-0.16512595601711816,39,0.03940654660249139,0.01520752324601517,FALSE,NA,TRUE,SINGLE
1,A06,Glycolysis-CONBIS#24-POST,1,60.53261849746083,54.6543306923239,0,conbis-#24-post,Glyco,Int1,4.1031823684667055,24-post-0,4.1031823684667055,4.04704209439756,0.05614027406914511,114,0.001486583669693357,0.01520752324601517,FALSE,0.011986575120007666,FALSE,NO
2,A06,Glycolysis-CONBIS#24-POST,2,58.12867080583713,46.3115354998381,0,conbis-#24-post,Glyco,Int1,4.0626590155622235,24-post-0,4.0626590155622235,4.0470420943975505,0.015616921164672809,114,0.001486583669693357,0.01520752324601517,FALSE,0.011986575120007666,FALSE,NO
3,A06,Glycolysis-CONBIS#24-POST,3,53.74893929900479,40.5109351793337,0,conbis-#24-post,Glyco,Int1,3.984323932841051,24-post-0,3.984323932841051,4.047042094397594,-0.06271816155654279,114,0.001486583669693357,0.01520752324601517,FALSE,0.011986575120007666,FALSE,NO
4,A06,Glycolysis-CONBIS#24-POST,4,23.54040245695603,64.4610547624719,0,conbis-#24-post,Glyco,Int2,3.158718198413087,24-post-0,3.158718198413087,3.1275240896775913,0.031194108735495864,69,0.001486583669693357,0.01520752324601517,FALSE,0.011986575120007666,FALSE,NO
5,A06,Glycolysis-CONBIS#24-POST,5,22.214381544394797,71.1304077641372,0,conbis-#24-post,Glyco,Int2,3.1007398964502566,24-post-0,3.1007398964502566,3.127524089677631,-0.0267841932273742,69,0.001486583669693357,0.01520752324601517,FALSE,0.011986575120007666,FALSE,NO
6,A06,Glycolysis-CONBIS#24-POST,6,21.73445928812001,68.7505881815121,0,conbis-#24-post,Glyco,Int2,3.0788989866581065,24-post-0,3.0788989866581065,3.127524089677617,-0.04862510301951069,69,0.001486583669693357,0.01520752324601517,FALSE,0.011986575120007666,FALSE,NO
7,A06,Glycolysis-CONBIS#24-POST,13,22.427852750565226,31.8707981741465,0,conbis-#24-post,Glyco,Int5,3.1103036128111783,24-post-0,3.1103036128111783,3.117078526149873,-0.006774913338694361,39,0.001486583669693357,0.01520752324601517,FALSE,0.011986575120007666,FALSE,NO
8,A06,Glycolysis-CONBIS#24-POST,14,21.664078701849654,23.7699060672119,0,conbis-#24-post,Glyco,Int5,3.0756555295634453,24-post-0,3.0756555295634453,3.1170785261498537,-0.04142299658640819,39,0.001486583669693357,0.01520752324601517,FALSE,0.011986575120007666,FALSE,NO
9,A06,Glycolysis-CONBIS#24-POST,15,21.67377424832914,20.8417625463359,0,conbis-#24-post,Glyco,Int5,3.0761029696640145,24-post-0,3.0761029696640145,3.117078526149863,-0.0409755564858484,39,0.001486583669693357,0.01520752324601517,FALSE,0.011986575120007666,FALSE,NO
1,B01,Oligomycin-CONBIS#24-POST,1,63.16753043466153,53.959615579207,0,conbis-#24-post,Olig,Int1,4.145790410188236,24-post-0,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,WELL
2,B01,Oligomycin-CONBIS#24-POST,2,55.311033162213036,47.3433507408432,0,conbis-#24-post,Olig,Int1,4.012972403315278,24-post-0,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,WELL
3,B01,Oligomycin-CONBIS#24-POST,3,53.39681470714788,43.740207737786,0,conbis-#24-post,Olig,Int1,3.977751094508158,24-post-0,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,WELL
4,B01,Oligomycin-CONBIS#24-POST,4,17.91909128051013,67.5603646421216,0,conbis-#24-post,Olig,Int2,2.885866696468038,24-post-0,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,WELL
5,B01,Oligomycin-CONBIS#24-POST,5,16.333136869998988,73.980685580049,0,conbis-#24-post,Olig,Int2,2.7931959810027664,24-post-0,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,WELL
6,B01,Oligomycin-CONBIS#24-POST,6,16.641270015744364,74.0013267906884,0,conbis-#24-post,Olig,Int2,2.8118857555421664,24-post-0,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,WELL
7,B01,Oligomycin-CONBIS#24-POST,10,9.645935645432214,70.6976249905693,0,conbis-#24-post,Olig,Int4,2.266536649991953,24-post-0,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,WELL
8,B01,Oligomycin-CONBIS#24-POST,11,9.753656930454923,74.9779559449855,0,conbis-#24-post,Olig,Int4,2.2776422844789135,24-post-0,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,WELL
9,B01,Oligomycin-CONBIS#24-POST,12,8.564869777801512,76.3176319113179,0,conbis-#24-post,Olig,Int4,2.147668927667683,24-post-0,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,WELL
1,B02,Oligomycin-CONBIS#24-POST,1,66.11409765640913,53.6014888088388,0,conbis-#24-post,Olig,Int1,4.191382001823827,24-post-0,4.191382001823827,4.028029348382108,0.16335265344171884,114,0.01147691818449009,0.01520752324601517,FALSE,0.011986575120007666,FALSE,NO
2,B02,Oligomycin-CONBIS#24-POST,2,63.27399149292923,46.1258183116515,0,conbis-#24-post,Olig,Int1,4.147474367828139,24-post-0,4.147474367828139,4.028029348382108,0.11944501944603128,114,0.01147691818449009,0.01520752324601517,FALSE,0.011986575120007666,FALSE,NO
3,B02,Oligomycin-CONBIS#24-POST,3,60.25391504613688,42.3390801582853,0,conbis-#24-post,Olig,Int1,4.098567550278524,24-post-0,4.098567550278524,4.028029348382116,0.07053820189640789,114,0.01147691818449009,0.01520752324601517,FALSE,0.011986575120007666,FALSE,NO
4,B02,Oligomycin-CONBIS#24-POST,4,26.78862013442976,64.6830281521594,0,conbis-#24-post,Olig,Int2,3.287977175489789,24-post-0,3.287977175489789,3.1085113436621845,0.17946583182760448,69,0.01147691818449009,0.01520752324601517,FALSE,0.011986575120007666,FALSE,NO
5,B02,Oligomycin-CONBIS#24-POST,5,25.97824809998417,72.7050320566525,0,conbis-#24-post,Olig,Int2,3.2572595763276686,24-post-0,3.2572595763276686,3.10851134366218,0.14874823266548842,69,0.01147691818449009,0.01520752324601517,FALSE,0.011986575120007666,FALSE,NO
6,B02,Oligomycin-CONBIS#24-POST,6,25.70928878122828,72.9725291810782,0,conbis-#24-post,Olig,Int2,3.2468523577768584,24-post-0,3.2468523577768584,3.108511343662183,0.13834101411467523,69,0.01147691818449009,0.01520752324601517,FALSE,0.011986575120007666,FALSE,NO
7,B02,Oligomycin-CONBIS#24-POST,10,19.792981716536094,68.3567795203966,0,conbis-#24-post,Olig,Int4,2.985327416104331,24-post-0,2.985327416104331,2.886919476595365,0.0984079395089656,75,0.01147691818449009,0.01520752324601517,FALSE,0.011986575120007666,FALSE,NO
8,B02,Oligomycin-CONBIS#24-POST,11,17.48569239656849,75.1115040770304,0,conbis-#24-post,Olig,Int4,2.8613829691918955,24-post-0,2.8613829691918955,2.886919476595427,-0.025536507403531375,75,0.01147691818449009,0.01520752324601517,FALSE,0.011986575120007666,FALSE,NO
9,B02,Oligomycin-CONBIS#24-POST,12,17.957564850205,77.0921877126111,0,conbis-#24-post,Olig,Int4,2.8880114662761835,24-post-0,2.8880114662761835,2.886919476595435,0.0010919896807485216,75,0.01147691818449009,0.01520752324601517,FALSE,0.011986575120007666,FALSE,NO
1,B03,FCCP-CONBIS#24-POST,1,68.63721685531783,50.2502258143838,0,conbis-#24-post,FCCP,Int1,4.228834907378021,24-post-0,4.228834907378021,4.074672663789047,0.15416224358897357,114,0.04360141749300436,0.01520752324601517,FALSE,0.011986575120007666,FALSE,NO
2,B03,FCCP-CONBIS#24-POST,2,66.19252907915293,44.5611308031599,0,conbis-#24-post,FCCP,Int1,4.192567602785264,24-post-0,4.192567602785264,4.074672663789042,0.11789493899622165,114,0.04360141749300436,0.01520752324601517,FALSE,0.011986575120007666,FALSE,NO
3,B03,FCCP-CONBIS#24-POST,3,64.02388629969259,41.5728871200006,0,conbis-#24-post,FCCP,Int1,4.159256237161828,24-post-0,4.159256237161828,4.074672663789046,0.08458357337278236,114,0.04360141749300436,0.01520752324601517,FALSE,0.011986575120007666,FALSE,NO
4,B03,FCCP-CONBIS#24-POST,7,146.7623718420258,86.770385760492,0,conbis-#24-post,FCCP,Int3,4.988814760722159,24-post-0,4.988814760722159,4.8841377402077,0.10467702051445853,45,0.04360141749300436,0.01520752324601517,FALSE,0.011986575120007666,FALSE,NO
5,B03,FCCP-CONBIS#24-POST,8,148.7534704625404,95.6415722897635,0,conbis-#24-post,FCCP,Int3,5.002290374994187,24-post-0,5.002290374994187,4.8841377402077155,0.11815263478647164,45,0.04360141749300436,0.01520752324601517,FALSE,0.011986575120007666,FALSE,NO
6,B03,FCCP-CONBIS#24-POST,9,149.7676800419108,98.0127569931817,0,conbis-#24-post,FCCP,Int3,5.009085293745524,24-post-0,5.009085293745524,4.884137740207721,0.12494755353780276,45,0.04360141749300436,0.01520752324601517,FALSE,0.011986575120007666,FALSE,NO
7,B03,FCCP-CONBIS#24-POST,10,26.967270821843556,77.4596076425001,0,conbis-#24-post,FCCP,Int4,3.2946239389220215,24-post-0,3.2946239389220215,2.93356279200236,0.36106114691966157,75,0.04360141749300436,0.01520752324601517,FALSE,0.011986575120007666,FALSE,NO
8,B03,FCCP-CONBIS#24-POST,11,26.23132573301511,84.1637816573756,0,conbis-#24-post,FCCP,Int4,3.266954335225074,24-post-0,3.266954335225074,2.9335627920022627,0.33339154322281134,75,0.04360141749300436,0.01520752324601517,FALSE,0.011986575120007666,FALSE,NO
9,B03,FCCP-CONBIS#24-POST,12,25.307837717412802,85.6504410380135,0,conbis-#24-post,FCCP,Int4,3.231114138960175,24-post-0,3.231114138960175,2.9335627920023595,0.2975513469578159,75,0.04360141749300436,0.01520752324601517,FALSE,0.011986575120007666,FALSE,NO
1,B04,FCCP-CONBIS#24-POST,1,72.04462445290292,46.1010556895396,0,conbis-#24-post,FCCP,Int1,4.277285711097329,24-post-0,4.277285711097329,4.106824845824711,0.17046086527261775,114,0.028248559554831874,0.01520752324601517,FALSE,0.011986575120007666,FALSE,NO
2,B04,FCCP-CONBIS#24-POST,2,65.65243993598823,39.652062609807,0,conbis-#24-post,FCCP,Int1,4.18437476587673,24-post-0,4.18437476587673,4.10682484582467,0.0775499200520596,114,0.028248559554831874,0.01520752324601517,FALSE,0.011986575120007666,FALSE,NO
3,B04,FCCP-CONBIS#24-POST,3,64.01100786553539,37.476892999025,0,conbis-#24-post,FCCP,Int1,4.15905506646872,24-post-0,4.15905506646872,4.106824845824683,0.05223022064403694,114,0.028248559554831874,0.01520752324601517,FALSE,0.011986575120007666,FALSE,NO
4,B04,FCCP-CONBIS#24-POST,7,162.5517172175438,85.0452824655858,0,conbis-#24-post,FCCP,Int3,5.090996210936154,24-post-0,5.090996210936154,4.916289922243376,0.17470628869277854,45,0.028248559554831874,0.01520752324601517,FALSE,0.011986575120007666,FALSE,NO
5,B04,FCCP-CONBIS#24-POST,8,165.7602869380694,93.2305927607363,0,conbis-#24-post,FCCP,Int3,5.110542690114923,24-post-0,5.110542690114923,4.916289922243363,0.19425276787155948,45,0.028248559554831874,0.01520752324601517,FALSE,0.011986575120007666,FALSE,NO
6,B04,FCCP-CONBIS#24-POST,9,166.6407061347798,95.5569474749087,0,conbis-#24-post,FCCP,Int3,5.115840034430415,24-post-0,5.115840034430415,4.916289922243374,0.19955011218704133,45,0.028248559554831874,0.01520752324601517,FALSE,0.011986575120007666,FALSE,NO
7,B04,FCCP-CONBIS#24-POST,10,22.327287552293427,76.8657585030557,0,conbis-#24-post,FCCP,Int4,3.1058095874614797,24-post-0,3.1058095874614797,2.9657149740380047,0.14009461342347504,75,0.028248559554831874,0.01520752324601517,FALSE,0.011986575120007666,FALSE,NO
8,B04,FCCP-CONBIS#24-POST,11,22.353710960102312,83.4269059829659,0,conbis-#24-post,FCCP,Int4,3.1069923457600392,24-post-0,3.1069923457600392,2.9657149740380055,0.14127737172203375,75,0.028248559554831874,0.01520752324601517,FALSE,0.011986575120007666,FALSE,NO
9,B04,FCCP-CONBIS#24-POST,12,22.29068756336773,84.5183749730701,0,conbis-#24-post,FCCP,Int4,3.1041689931924643,24-post-0,3.1041689931924643,2.9657149740379998,0.13845401915446448,75,0.028248559554831874,0.01520752324601517,FALSE,0.011986575120007666,FALSE,NO
1,B05,Glycolysis-CONBIS#24-POST,1,70.14894269814752,57.4502883985113,0,conbis-#24-post,Glyco,Int1,4.250620734419883,24-post-0,4.250620734419883,4.022578580598208,0.22804215382167523,114,0.028625623280370736,0.01520752324601517,FALSE,0.011986575120007666,FALSE,NO
2,B05,Glycolysis-CONBIS#24-POST,2,66.45276062995464,51.3844467553152,0,conbis-#24-post,Glyco,Int1,4.19649132876515,24-post-0,4.19649132876515,4.022578580598205,0.17391274816694524,114,0.028625623280370736,0.01520752324601517,FALSE,0.011986575120007666,FALSE,NO
3,B05,Glycolysis-CONBIS#24-POST,3,64.49872233602198,47.0050740199758,0,conbis-#24-post,Glyco,Int1,4.166645414861686,24-post-0,4.166645414861686,4.0225785805982,0.14406683426348604,114,0.028625623280370736,0.01520752324601517,FALSE,0.011986575120007666,FALSE,NO
4,B05,Glycolysis-CONBIS#24-POST,4,34.5853572890122,61.9351909422661,0,conbis-#24-post,Glyco,Int2,3.5434303927498645,24-post-0,3.5434303927498645,3.1030605758782475,0.44036981687161725,69,0.028625623280370736,0.01520752324601517,FALSE,NA,TRUE,SINGLE
5,B05,Glycolysis-CONBIS#24-POST,5,24.21149945306859,78.8915984091595,0,conbis-#24-post,Glyco,Int2,3.18682770430957,24-post-0,3.18682770430957,3.103060575878278,0.08376712843129165,69,0.028625623280370736,0.01520752324601517,FALSE,0.011986575120007666,FALSE,NO
6,B05,Glycolysis-CONBIS#24-POST,6,22.7129417492118,79.7948426447771,0,conbis-#24-post,Glyco,Int2,3.1229348831407124,24-post-0,3.1229348831407124,3.1030605758782523,0.019874307262460283,69,0.028625623280370736,0.01520752324601517,FALSE,0.011986575120007666,FALSE,NO
7,B05,Glycolysis-CONBIS#24-POST,13,22.871207726576927,36.1334680749786,0,conbis-#24-post,Glyco,Int5,3.129878814973432,24-post-0,3.129878814973432,3.0926150123505147,0.03726380262291741,39,0.028625623280370736,0.01520752324601517,FALSE,0.011986575120007666,FALSE,NO
8,B05,Glycolysis-CONBIS#24-POST,14,22.984282811517794,26.1954388631418,0,conbis-#24-post,Glyco,Int5,3.134810626314034,24-post-0,3.134810626314034,3.0926150123505187,0.04219561396351513,39,0.028625623280370736,0.01520752324601517,FALSE,0.011986575120007666,FALSE,NO
9,B05,Glycolysis-CONBIS#24-POST,15,23.82988363268153,23.1719455783589,0,conbis-#24-post,Glyco,Int5,3.170940407870928,24-post-0,3.170940407870928,3.0926150123505054,0.07832539552042245,39,0.028625623280370736,0.01520752324601517,FALSE,0.011986575120007666,FALSE,NO
1,B06,Glycolysis-CONBIS#24-POST,1,70.37452131411153,52.7447325109624,0,conbis-#24-post,Glyco,Int1,4.253831284505802,24-post-0,4.253831284505802,4.106148516417522,0.14768276808828013,114,0.027751259465077446,0.01520752324601517,FALSE,0.011986575120007666,FALSE,NO
2,B06,Glycolysis-CONBIS#24-POST,2,64.64007991135664,45.9114462780786,0,conbis-#24-post,Glyco,Int1,4.168834650464499,24-post-0,4.168834650464499,4.106148516417521,0.06268613404697758,114,0.027751259465077446,0.01520752324601517,FALSE,0.011986575120007666,FALSE,NO
3,B06,Glycolysis-CONBIS#24-POST,3,61.830015333986694,42.1296459242496,0,conbis-#24-post,Glyco,Int1,4.1243889315728195,24-post-0,4.1243889315728195,4.106148516417521,0.018240415155297753,114,0.027751259465077446,0.01520752324601517,FALSE,0.011986575120007666,FALSE,NO
4,B06,Glycolysis-CONBIS#24-POST,4,28.6000210385588,70.3694610975749,0,conbis-#24-post,Glyco,Int2,3.3534074534394804,24-post-0,3.3534074534394804,3.186630511697598,0.16677694174188235,69,0.027751259465077446,0.01520752324601517,FALSE,0.011986575120007666,FALSE,NO
5,B06,Glycolysis-CONBIS#24-POST,5,27.34769770408972,76.3062981620503,0,conbis-#24-post,Glyco,Int2,3.3086323463152216,24-post-0,3.3086323463152216,3.1866305116976146,0.12200183461760711,69,0.027751259465077446,0.01520752324601517,FALSE,0.011986575120007666,FALSE,NO
6,B06,Glycolysis-CONBIS#24-POST,6,27.03279648024426,75.8352808722638,0,conbis-#24-post,Glyco,Int2,3.297050813325521,24-post-0,3.297050813325521,3.1866305116975973,0.11042030162792371,69,0.027751259465077446,0.01520752324601517,FALSE,0.011986575120007666,FALSE,NO
7,B06,Glycolysis-CONBIS#24-POST,13,26.420878198672565,33.1888215087938,0,conbis-#24-post,Glyco,Int5,3.2741545384612216,24-post-0,3.2741545384612216,3.1761849481698254,0.09796959029139608,39,0.027751259465077446,0.01520752324601517,FALSE,NA,TRUE,SINGLE
8,B06,Glycolysis-CONBIS#24-POST,14,25.97855455434703,24.2466922372315,0,conbis-#24-post,Glyco,Int5,3.2572713728335048,24-post-0,3.2572713728335048,3.1761849481698117,0.08108642466369295,39,0.027751259465077446,0.01520752324601517,FALSE,NA,TRUE,SINGLE
9,B06,Glycolysis-CONBIS#24-POST,15,25.80641744206602,21.7019443367255,0,conbis-#24-post,Glyco,Int5,3.2506231990619625,24-post-0,3.2506231990619625,3.1761849481698157,0.07443825089214672,39,0.027751259465077446,0.01520752324601517,FALSE,0.011986575120007666,FALSE,NO
